ISSN	Titulo	Estrato	
2182-8539	Revista Gama	B1
1809-2586	Revista Garrafa (Ppgl/Ufrj)	A4
0102-6933	Revista Gaúcha de Enfermagem (Ufrgs. Impresso)	A2
2447-0740	Revista Geama (Online)	B1
2357-9854	Revista Gearte	A4
1982-3266	Revista Gedecon	B4
2237-0722	Revista Geintec: Gestão, Inovação e Tecnologias	B2
2179-1465	Revista Geminis	A4
1886-6212	Revista General de Derecho Constitucional (Internet)	A4
1698-1189	Revista General de Derecho Penal	B2
1132-1873	Revista General de Información y Documentación	B2
2316-1108	Revista Gênero	A4
2358-1778	Revista Geoamazônia	B3
2236-9716	Revista Geoaraguaia	A4
1981-089x	Revista Geografar (Ufpr)	B1
1982-9760	Revista Geografia e Pesquisa	B3
2594-9632	Revista Geografia, Literatura e Arte	B2
1678-7226	Revista Geográfica Acadêmica	B3
1012-1617	Revista Geográfica Venezolana	B3
2238-0205	Revista Geograficidade - Universidade Federal Fluminense	B1
2595-0797	Revista Geometria Gráfica	B4
1517-4999	Revista Geopantanal	B2
2446-8681	Revista Geopantanal	B2
2527-2349	Revista Geopolítica Transfronteiriça	B3
2525-5703	Revista Geosertões	B1
2315-028x	Revista Geouece	B4
1657-7027	Revista Gerencia y Politica de Salud	B3
2237-1095	Revista Gestão & Políticas Públicas	B4
2238-8753	Revista Gestão & Sustentabilidade Ambiental	B1
1677-9479	Revista Gestão & Tecnologia	A3
2526-8384	Revista Gestão do Conhecimento e Tecnologia da Informação	B4
1677-9762	Revista Gestão e Conhecimento	B4
2526-2289	Revista Gestão e Organizações (Regor)	B3
1984-7297	Revista Gestão em Análise	B3
2177-1243	Revista Gestão Pública: Práticas e Desafios.	B4
1983-4535	Revista Gestão Universitária na América Latina - Gual	B1
2318-4981	Revista Gestão, Sustentabilidade e Negócios	B4
2358-0216	Revista Gesto	B3
2595-9832	Revista Gpes - Estudos Surdos	B4
2236-3335	Revista Graduando	B3
2175-0157	Revista Grifos	B3
2447-9551	Revista Gtlex	B3
1809-7065	Revista Habitus	B4
2362-2784	Revista Hache	B2
2446-7154	Revista Hipótese	B2
1676-2584	Revista Histedbr On-Line	A3
1808-091x	Revista História & Luta de Classes	B2
2522-3690	Revista Historia de Las Mujeres	A4
2237-6569	Revista História e Diversidade	B3
1806-3993	Revista História Hoje	A3
2176-1116	Revista Historiador	B4
2176-3267	Revista Historiar - Revista Eletrônica do Curso de História Universidade Estadual Vale do Acaraú	B3
1982-3800	Revista Homem, Espaço e Tempo	B3
2526-3846	Revista Hon no Mushi	B3
2317-109x	Revista Horizontes	A4
1807-975x	Revista Hospitalidade	A4
1517-7602	Revista Humanae (Recife)	B3
2343-6441	Revista Humanartes (Print)	B4
2236-4358	Revista Húmus	A4
2447-942x	Revista Hydra	B1
2594-973x	Revista Îandé: Ciências e Humanidades	B4
1135-3848	Revista Iberoamerica de Diagnóstico y Evaluación Psicológica	A3
2154-4794	Revista Iberoamericana	B3
2172-8801	Revista Iberoamericana de Argumentación	A3
1697-7912	Revista Iberoamericana de Automática e Informática Industrial (Ed. Impresa)	B3
1983-5213	Revista Ibero-Americana de Ciência da Informação	B1
1850-0013	Revista Iberoamericana de Ciencia Tecnología y Sociedad (En Línea)	A2
2179-6858	Revista Ibero-Americana de Ciências Ambientais	B1
1696-294x	Revista Iberoamericana de Contabilidad de Gestión	B4
2358-7156	Revista Iberoamericana de Derecho Procesal	B2
1390-2776	Revista Iberoamericana de Economía Ecológica	A4
1681-5653	Revista Iberoamericana de Educación (Online)	A2
1138-2783	Revista Iberoamericana de Educación a Distancia	B1
2174-6915	Revista Iberoamericana de Educación e Investigación En Enfermería	B3
2007-2872	Revista Iberoamericana de Educación Superior (Ries)	A2
2176-0756	Revista Ibero-Americana de Estratégia Riae	A3
0719-1790	Revista Iberoamericana de Estudios Municipales	B2
2446-8606	Revista Ibero-Americana de Estudos em Educação	A2
1989-0397	Revista Iberoamericana de Evaluación Educativa	A4
1130-1406	Revista Iberoamericana de Micología	B2
1886-8576	Revista Iberoamericana de Psicología Del Ejercicio y El Deporte	B1
2027-1786	Revista Iberoamericana de Psicología: Ciencia y Tecnologia	B3
1690-8627	Revista Iberoamericana de Sistemas, Cibernética e Informática	B4
1850-9959	Revista Iberoamericana de Tecnologia En Educación y Educación En Tecnología (En Línea)	A4
1665-0204	Revista Iberoamericana de Tecnologia Postcosecha	B4
2236-6040	Revista Iberoamericana de Turismo	B3
1983-4195	Revista Ibracon de Estruturas e Materiais	A3
2359-6384	Revista Ideação	B1
2526-3552	Revista Idealogando	B3
2177-4099	Revista Idéias	B4
1548-0992	Revista Ieee América Latina	B2
1984-8625	Revista Iluminart	B4
2237-6933	Revista Imaginário	B4
1852-9550	Revista Imagofagia	A3
2174-2464	Revista Impossibilia	A4
0719-4706	Revista Inclusiones - Revista de Humanidades y Ciencias Sociales	A2
2318-8138	Revista Inconfidentia	B4
2525-3263	Revista Indisciplinar	A3
0719-6202	Revista Infancia, Educación y Aprendizaje	B4
2525-3204	Revista Infinity	B1
2447-0198	Revista Informação na Sociedade Contemporânea	B2
1909-9762	Revista Ingeniería Biomédica	B4
2594-8288	Revista Ingi	B4
2359-2265	Revista Ininga	A4
2175-8247	Revista Innovare	B4
2447-598x	Revista Inova Ciência & Tecnologia / Innovative Science & Technology Journal	B4
1980-1378	Revista Inovação (Fapema)	B2
2318-9851	Revista Inovação, Projetos e Tecnologias	B3
2595-4520	Revista Insignare Scientia	A4
1015-5074	Revista Instituto Interamericano de Derechos Humanos	B1
2179-6572	Revista Integrativa em Saúde e Educação (Revise)	B4
2236-210x	Revista Inteligência Competitiva	B3
2178-1842	Revista Inter Ação	B2
2526-9550	Revista Interação Interdisciplinar	B4
1809-5771	Revista Interagir	B3
0120-0976	Revista Interamericana de Bibliotecologia	A3
0188-8838	Revista Interamericana de Educación de Adultos - Rieda	B2
1980-3575	Revista Interatividade	B4
1982-8640	Revista Intercâmbio Dos Congressos Internacionais de Humanidades (Unb)	B3
2237-3373	Revista Intercontinental de Gestão Desportiva	B2
1983-9413	Revista Interdisciplinar	B3
2317-5079	Revista Interdisciplinar (Online)	B3
2526-3951	Revista Interdisciplinar Ciências Médicas	B4
2237-9843	Revista Interdisciplinar da Mobilidade Humana	A2
1518-8167	Revista Interdisciplinar de Direito	B4
2447-4290	Revista Interdisciplinar de Direito da Faculdade de Direito de Valença (Online)	B4
2318-9568	Revista Interdisciplinar de Direitos Humanos	B2
2358-6036	Revista Interdisciplinar de Ensino, Pesquisa e Extensão	B3
2318-2393	Revista Interdisciplinar de Estudos Contemporâneos	B3
2238-832x	Revista Interdisciplinar de Estudos em Saúde	B2
2317-2428	Revista Interdisciplinar de Gestão Social	A4
2447-2948	Revista Interdisciplinar de Pesquisa e Inovação	A2
2447-5955	Revista Interdisciplinar de Tecnologias e Educação	B3
2446-6778	Revista Interdisciplinar do Pensamento Científico	B4
2447-6498	Revista Interdisciplinar em Cultura e Sociedade	B3
2358-7490	Revista Interdisciplinar em Saúde	B4
2595-0959	Revista Interdisciplinar Encontro Das Ciências - Riec	B4
2595-8569	Revista Interdisciplinar Sulear	B4
1853-399x	Revista Interdisciplinaria de Estudios Agrarios	B3
1853-1679	Revista Interdisciplinaria de Estudios Sociales	B3
1617-6871	Revista Interesse Público	B1
1518-6768	Revista Interface	B2
2176-5227	Revista Interfaces	B4
2317-434x	Revista Interfaces - Saúde, Humanas e Tecnologia	B4
1516-0033	Revista Interfaces (Ufrj)	B3
2179-0027	Revista Interfaces (Unicentro)	A3
2316-3348	Revista Interfaces Científicas - Humanas e Sociais	B2
2359-4942	Revista Interfaces Científicas ¿ Exatas e Tecnológicas	B3
2447-7915	Revista Interfacis	B3
2359-6856	Revista Interinstitucional Artes de Educar	B1
2183-6396	Revista Internacional Consinter de Direito	B4
1887-8369	Revista Internacional de Acupuntura	B3
2387-0907	Revista Internacional de Apoyo a La Inclusión, Logopedia, Sociedad y Multiculturalidad	B3
2386-7582	Revista Internacional de Aprendizaje En La Educación Superior	B1
1885-3137	Revista Internacional de Ciencias Del Deporte	B1
0379-0762	Revista Internacional de Ciencias Sociales (Impresa)	B4
2386-3730	Revista Internacional de Comunicación y Desarrollo	B1
0188-4999	Revista Internacional de Contaminación Ambiental	B2
2382-5014	Revista Internacional de Cooperación y Desarrollo	B2
2238-2569	Revista Internacional de Direito Ambiental	A4
2595-6329	Revista Internacional de Educação de Jovens e Adultos	B3
2446-9424	Revista Internacional de Educação Superior	A3
2255-453x	Revista Internacional de Educacion y Aprendizaje	B4
2173-1950	Revista Internacional de Estudios Migratorios	B2
1807-4960	Revista Internacional de Folkcomunicação	B2
2447-8288	Revista Internacional de Formação de Professores (Ripf)	B3
2255-5129	Revista Internacional de Historia de La Comunicación	B2
2225-5117	Revista Internacional de Investigación En Ciencias Sociales	B2
2226-4000	Revista Internacional de Investigación En Ciencias Sociales (Online)	B2
1579-9425	Revista Internacional de Linguística Iberoamericana	A4
1577-0354	Revista Internacional de Medicina y Ciencias de La Actividad Física y Del Deporte	B2
0213-1315	Revista Internacional de Métodos Numéricos Para Cálculo y Diseño En Ingeniería	B1
1886-158x	Revista Internacional de Métodos Numéricos Para El Cálculo y Diseño En Ingeniería	B1
2238-0345	Revista Internacional de Pesquisa em Educação Matemática (Ripem)	B2
1577-7057	Revista Internacional de Psicologia y Terapia Psicologica	A2
2174-3681	Revista Internacional de Relaciones Publicas	A2
2174-8985	Revista Internacional de Tecnologia, Conocimiento y Sociedad	B4
1516-5485	Revista Internacional D'humanitats	B4
2182-4452	Revista Internacional em Lingua Portuguesa	B3
1692-4053	Revista Internacional Magisterio: Educacion y Pedagogia	B3
2525-7668	Revista Interterritórios	B3
2526-396x	Revista Intolerância Religiosa	B4
2176-6789	Revista Intratextos	B3
0874-7695	Revista Investigação em Enfermagem	B4
2145-8480	Revista Ion	B3
2359-5078	Revista Ipecege	B3
2358-3630	Revista Iph	B2
1983-4810	Revista Jesus Histórico	A4
2526-2440	Revista Jornalismo e Cidadania	B3
2237-048x	Revista Jovens Pesquisadores	B1
2316-753x	Revista Jurídica - Unicuritiba	A1
1982-4858	Revista Jurídica (Furb. Online)	A4
0103-3379	Revista Juridica (Porto Alegre. 1953)	B4
2176-9184	Revista Jurídica Cesumar: Mestrado (Online)	B1
2316-6959	Revista Jurídica da Escola Superior do Ministério Público de São Paulo	B2
2447-9055	Revista Juridica da Fa7 (Online)	B1
2236-3645	Revista Jurídica da Presidência	A2
1984-512x	Revista Jurídica da Seção Judiciária de Pernambuco	B4
1519-1753	Revista Jurídica da Universidade de Cuiabá	B4
2526-9267	Revista Jurídica da Unopar	B4
2177-224x	Revista Jurídica Fadep	B4
2183-539x	Revista Jurídica Luso Brasileira	B1
2357-7940	Revista Juris	B4
1517-7327	Revista Justiça Eleitoral em Debate	B4
1516-2567	Revista Kairós	A3
1982-0259	Revista Katalysis	A1
2027-2391	Revista Kavilando	B2
2526-2688	Revista Kiri-Kerê - Pesquisa em Ensino	B4
1983-5000	Revista Labor	B2
2316-6746	Revista Laborativa	B2
0718-7467	Revista Laboratório Literatura e Experimentación	B1
2526-0707	Revista Laboratórios de História	B4
1794-4449	Revista Lasallista de Investigacion	B3
1138-5820	Revista Latina de Comunicación Social	A3
2253-6469	Revista Latina de Sociologia	B2
2527-0184	Revista Latino Americana em Avaliação do Ciclo de Vida	B4
2591-2755	Revista Latinoamericana de Antropología Del Trabajo	B2
1657-4702	Revista Latinoamericana de Bioetica	A4
2462-859x	Revista Latinoamericana de Bioetica	A4
1807-3026	Revista Latinoamericana de Ciencias de La Comunicación	A4
2238-1694	Revista Latinoamericana de Ciencias de La Comunicación Online	A4
2027-7679	Revista Latinoamericana de Ciencias Sociales	A3
1692-715x	Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud	A3
0719-7160	Revista Latinoamericana de Derecho y Religión	B1
1806-7573	Revista Latino-Americana de Educação em Astronomia	B4
1853-3744	Revista Latinoamericana de Educación Comparada	B3
1518-8345	Revista Latino-Americana de Enfermagem (Online)	A2
1405-1311	Revista Latinoamericana de Estudios Del Trabajo	B2
1856-8378	Revista Latinoamericana de Estudios Del Trabajo	B2
0185-1284	Revista Latinoamericana de Estudios Educativos	A4
2525-1635	Revista Latinoamericana de Estudios Rurales	B2
1852-8759	Revista Latinoamericana de Estudios Sobre Cuerpos, Emociones y Sociedad	A2
2447-9543	Revista Latino-Americana de Estudos do Discurso	A1
0325-0725	Revista Latinoamericana de Filosofía	B1
2177-2886	Revista Latino-Americana de Geografia e Gênero	A2
2238-0620	Revista Latino-Americana de História	A4
2409-1308	Revista Latinoamericana de Investigación Crítica	B2
2007-6819	Revista Latinoamericana de Investigación En Matemática Educativa (Relime)	A1
1853-4961	Revista Latinoamericana de La Papa	B4
0255-6952	Revista Latinoamericana de Metalurgia y Materiales	B2
1853-6190	Revista Latinoamericana de Metodología de La Investigación Social	B2
1853-7863	Revista Latinoamericana de Metodología En Ciencias Sociales	B4
2175-8581	Revista Latinoamericana de Población	B1
2408-4573	Revista Latinoamericana de Políticas y Administración de La Educación	B3
0120-0534	Revista Latinoamericana de Psicologia	A2
2357-9692	Revista Latino-Americana de Psicologia Corporal (Online)	B4
1853-3051	Revista Latinoamericana de Psicologia Existencial	B4
0719-4420	Revista Latinoamericana de Psicología Positiva	B4
1415-4714	Revista Latinoamericana de Psicopatologia Fundamental (Impresso)	A2
1695-288x	Revista Latinoamericana de Tecnología Educativa	A2
2175-2990	Revista Latinoamericana de Telessaúde	B4
0259-9872	Revista Latinoamericana de Teología	B3
2448-198x	Revista Latino-Americana de Turismologia	B2
0719-8310	Revista Latinoamericana do Colégio Internacional de Filosofia	B1
2317-9945	Revista Leitura (Online)	B3
2448-4482	Revista Letra Capital	B3
2236-0999	Revista Letras	A2
2176-1485	Revista Letras (Ufsm/On-Line)	A2
2317-2347	Revista Letras Raras	A3
1983-2192	Revista Levs (Marília)	B4
2175-5280	Revista Liberdades	B3
2319-0159	Revista Libertas	B1
2179-5975	Revista Liceu On-Line	B4
2520-9795	Revista Lidera	B4
2318-423x	Revista Limiar	B1
1984-381x	Revista Língua & Literatura (Online)	B1
1983-2400	Revista Linguagem & Ensino (Online)	A2
2448-4520	Revista Linguagens & Letramentos	B3
2238-975x	Revista Linguística	A2
2358-6826	Revista Linguística Rio	B2
1851-8931	Revista Lis - Letra, Imagen, Sonido (1851-8931)	B4
2237-6291	Revista Litterarius	B2
1983-7429	Revista Litteris	B2
2357-8807	Revista Livre de Cinema	B2
2448-2889	Revista Livre de Sustentabilidade e Empreendedorismo	B3
2316-9923	Revista Logos e Existência	B2
2027-1557	Revista Lucíernaga	B1
2462-845x	Revista Lúdica Pedagógica	B4
2447-8717	Revista Lumen	B2
1645-7250	Revista Lusófona de Educação	A1
2183-0886	Revista Lusófona de Estudos Culturais	A3
1692-5114	Revista M	A4
2525-3050	Revista M. Estudos Sobre a Morte, Os Mortos e o Morrer	A4
2594-5084	Revista Machadiana Eletrônica	B3
2528-8091	Revista Magazine de Las Ciencias	A3
2175-1994	Revista Magister de Direito Ambiental e Urbanístico	B2
1807-0930	Revista Magister de Direito Civil e Processual Civil	B1
2236-7810	Revista Magister de Direito do Trabalho	B1
1807-3395	Revista Magister de Direito Penal e Processual Penal	B1
2178-7956	Revista Magistro (Unigranro)	B3
2318-6550	Revista Maiêutica - História	B3
2358-1301	Revista Mais Dados	B4
2175-3644	Revista Mal-Estar e Subjetividade (Versão Eletrônica)	A2
2525-2801	Revista Mangaio Acadêmico	B4
2526-2890	Revista Marinatambalo	B4
0034-9860	Revista Marítima Brasileira	B4
1139-1138	Revista Matemática Complutense	A3
0213-2230	Revista Matemática Iberoamericana	A1
2182-9756	Revista Matéria Prima	A3
2182-9829	Revista Matéria Prima	A3
2358-193x	Revista Médica da Ufpr	B4
2447-3308	Revista Médica da Ufpr	B4
0034-9887	Revista Médica de Chile (Impresa)	A4
1018-130x	Revista Médica Herediana	A2
2359-3318	Revista Meditatio	B4
1989-872x	Revista Mediterranea de Comunicacion	A2
2316-2856	Revista Meio Ambiente e Sustentabilidade	B3
2176-1736	Revista Melp (Online)	B3
2358-0593	Revista Memorare	A4
2177-4129	Revista Memória em Rede	B1
2523-0891	Revista Mercosur de Políticas Sociales	B4
2358-2790	Revista Metalinguagens	B3
2318-3233	Revista Metropolitana de Administraçao e Desenvolvimento Sustentável	B2
2447-8024	Revista Metropolitana de Governança Corporativa	B3
0185-4534	Revista Mexicana de Análisis de La Conducta	A3
0185-1101	Revista Mexicana de Astronomía y Astrofísica	B2
1870-3453	Revista Mexicana de Biodiversidad	B2
2007-0934	Revista Mexicana de Ciencias Agrícolas	A3
1026-8774	Revista Mexicana de Ciencias Geológicas	B1
0185-1918	Revista Mexicana de Ciencias Políticas y Sociales	A1
2448-492x	Revista Mexicana de Ciencias Políticas y Sociales	A1
2448-8283	Revista Mexicana de Estudios Electorales	B1
0035-001x	Revista Mexicana de Física	B2
1405-6666	Revista Mexicana de Investigación Educativa	B4
2007-0926	Revista Mexicana de Investigación En Psicología	B1
1665-7527	Revista Mexicana de Orientación Educativa	B1
